file,player_id,PC1,PC2,PC3,PC4,PC5,PC6
003201673717864202280_0171883906.dem,P10290,-1.2021016696709081,2.012985366992399,0.5760280809556582,-0.4451498134618797,-0.4927983357476278,0.23158717791142774
003201673717864202280_0171883906.dem,P05292,-0.12617209449233488,0.6907946250205882,1.2823253671044643,1.107150664877995,0.757598879530848,0.3576642331117699
003201673717864202280_0171883906.dem,P08443,-0.879514010911236,0.5192474394297703,-0.21675742447131174,-0.6134266022303613,-0.9845554295257862,-0.17762896061838826
003201673717864202280_0171883906.dem,P08152,1.3273133190261408,-1.347237284581439,-1.982264156264321,1.798119308113945,1.6168313119849516,-0.23615709798649806
003201673717864202280_0171883906.dem,P05913,2.366347312496898,0.5384464365757738,-2.3668902175510476,-0.10747131042304997,-0.17272662139166142,0.5536522918892377
003201673717864202280_0171883906.dem,P08116,-0.44245078104038726,2.2396321385591924,0.0115612648054468,-1.1856623021668535,0.856118912355284,-0.06865565335499225
003201673717864202280_0171883906.dem,P04245,-0.04871818162447207,-0.6734863326197287,-0.3182525295873718,1.055220196674575,0.8577616649014128,-0.04987836118829573
003201673717864202280_0171883906.dem,P07135,-1.4934113939673184,0.5941598682339925,-1.0148307192844466,0.6384410896137069,-0.3720183677398969,0.12515053127274503
003201673717864202280_0171883906.dem,P04928,-0.9585037219346606,-0.28458988644479283,-0.4466551090229604,0.2241035099424061,-0.9309217153463225,0.12443712839431607
003201673717864202280_0171883906.dem,P00688,0.7676952297946286,0.4773356104994195,0.5996146880932404,0.3442282228031121,0.2140323457036811,0.17819239298908698
003201766426880770095_1255641334.dem,P08157,-2.5301811111046537,-0.31754888492269256,-0.1805125316358852,-0.6540582647008494,-1.2551987904703596,-0.1170464410233456
003201766426880770095_1255641334.dem,P07891,-0.42846640271342074,0.9171380376858338,-0.21097088512283144,0.13436876463579378,-0.3601022237580903,-0.3772635303957489
003201766426880770095_1255641334.dem,P04871,-1.3509847631084277,1.2362747344297886,0.75986625773162,-0.06649347072857853,-0.054842353894990356,-0.4413826719873573
003201766426880770095_1255641334.dem,P09005,6.5838756307456725,2.5838028740901122,-3.6680119364559167,1.1107000056695604,-1.4027419897893838,-0.18849515679215062
003201766426880770095_1255641334.dem,P03757,-0.9462750437305463,-0.09956318537666782,-1.0437922711386074,0.49357642267601837,0.03550458204697985,0.324618773842898
003201766426880770095_1255641334.dem,P02087,-0.07569239742936332,-0.5852693038377496,-1.0133326513806922,-1.0880898483763328,0.00020525888578705906,-0.440988803186435
003201766426880770095_1255641334.dem,P03817,-0.9901155047190976,2.155593772077802,1.671996740829326,-0.11385000579149744,1.31540715869208,-0.291712877768206
003201766426880770095_1255641334.dem,P05636,-2.7689430181826395,-1.0457354788489377,0.12992354939282563,-0.6212757451918934,-0.048318010615643545,-0.4919761471171111
003201766426880770095_1255641334.dem,P01589,-1.3722613800686227,-0.3249063874178727,0.9506925543873816,-0.4784322496766585,-0.2635016952901338,-0.021728177364056748
003201766426880770095_1255641334.dem,P07897,1.2620458381511475,-0.7729334928290156,-1.2116368297782931,1.0981260099230905,0.22823885987412215,-0.19070185359967143
003201817199836659927_0341783733.dem,P03136,-0.018439805409462346,-0.5108396495901985,-0.5033487088182164,-0.72656451473197,-1.1120666001120576,0.273903416791154
003201817199836659927_0341783733.dem,P10395,-1.878705716997061,-0.2826597970593183,0.2792800815175585,-0.40710800893643706,0.0809299378564141,-0.04457141172885036
003201817199836659927_0341783733.dem,P03319,-2.6148989849116724,0.5161702854736124,0.6780564263801013,-1.5595007485247119,-1.2774181817370311,0.3492502363522315
003201817199836659927_0341783733.dem,P01984,-0.262399502444373,-0.656284578935495,-0.5439568891561439,-1.0775790864193944,-0.0018561460861446254,0.40254115839422483
003201817199836659927_0341783733.dem,P05161,-0.7157650589833562,-2.5051882426891647,-0.3234255198305006,0.9265032070697464,-0.046950943345671695,0.022339100348933764
003201817199836659927_0341783733.dem,P10798,-0.12732110112577696,0.8540205702568893,-1.1001868215779171,-0.9914883293906956,-0.4110904027175299,0.25284148793352723
003201817199836659927_0341783733.dem,P09055,-0.19916778113583017,0.6261303714845923,1.2906288961376229,-0.6768644276968881,0.5300940638809669,-0.34296883754839885
003201817199836659927_0341783733.dem,P08809,0.29669257790331677,-0.5414023563509527,0.15352446661752955,0.285044829461531,2.224687881663859,-0.9097231921801856
003201817199836659927_0341783733.dem,P10319,7.743730635949981,-0.69186180082574,-0.016411990504757237,0.9742121474131361,-3.790743538579457,-1.0318466566583322
003201817199836659927_0341783733.dem,P03624,-0.5359800927742941,1.155558954430747,-0.17594078554043624,1.8399652850944115,0.0913728034028973,0.5210947608220182
003208598014746689537_1642267853.dem,P05566,0.1684842453422434,1.091018837731373,0.996418809971164,0.7246361176972638,-1.2463836920724753,-0.32097796078755336
003208598014746689537_1642267853.dem,P01464,0.22841249880430375,-0.22898891216298115,0.5628833098080672,0.9629433866248029,-0.14300518024518877,0.7452644628847902
003208598014746689537_1642267853.dem,P02091,-0.27793646982967424,0.5975904676958762,1.9353938480689568,-0.9376446012449219,0.7416993487792687,0.18666776674050425
