file,player_id,team,map,date,rounds_played,team_size,kd,hs_pct,adr,opening_rate,utility_pr,loadout_value,kills,deaths,team_rounds_won,opp_rounds_won,is_tie,match_complete,team_won
003201673717864202280_0171883906.dem,P10290,Team 2,de_dust2,09/28/2017 8:44:22 PM,30.0,5,0.76,0.47368421052631576,76.4,0.03333333333333333,1.6,1361.076703191996,19.0,25.0,14,16,False,True,0.0
003201673717864202280_0171883906.dem,P05292,Team 1,de_dust2,09/28/2017 8:44:22 PM,30.0,5,0.9090909090909091,0.45,76.4,0.03333333333333333,2.0,2591.3094677343383,20.0,22.0,16,14,False,True,1.0
003201673717864202280_0171883906.dem,P08443,Team 1,de_dust2,09/28/2017 8:44:22 PM,30.0,5,1.0526315789473684,0.35,74.5,0.06666666666666667,0.7333333333333333,1630.461329715061,20.0,19.0,16,14,False,True,1.0
003201673717864202280_0171883906.dem,P08152,Team 1,de_dust2,09/28/2017 8:44:22 PM,30.0,5,1.2105263157894737,0.5652173913043478,78.36666666666666,0.2,0.26666666666666666,3637.3967840069536,23.0,19.0,16,14,False,True,1.0
003201673717864202280_0171883906.dem,P05913,Team 1,de_dust2,09/28/2017 8:44:22 PM,29.0,5,1.5909090909090908,0.5714285714285714,127.96551724137932,0.2413793103448276,0.3103448275862069,2399.447588251145,35.0,22.0,16,14,False,True,1.0
003201673717864202280_0171883906.dem,P08116,Team 2,de_dust2,09/28/2017 8:44:22 PM,30.0,5,0.6296296296296297,0.5294117647058824,74.46666666666667,0.16666666666666666,1.8333333333333333,1446.8306527909176,17.0,27.0,14,16,False,True,0.0
003201673717864202280_0171883906.dem,P04245,Team 2,de_dust2,09/28/2017 8:44:22 PM,30.0,5,0.9130434782608695,0.42857142857142855,68.6,0.1,0.9,2928.610694652674,21.0,23.0,14,16,False,True,0.0
003201673717864202280_0171883906.dem,P07135,Team 2,de_dust2,09/28/2017 8:44:22 PM,30.0,5,0.6521739130434783,0.5333333333333333,66.8,0.03333333333333333,0.43333333333333335,2003.1218781218781,15.0,23.0,14,16,False,True,0.0
003201673717864202280_0171883906.dem,P04928,Team 1,de_dust2,09/28/2017 8:44:22 PM,30.0,5,0.9523809523809523,0.35,74.93333333333334,0.03333333333333333,0.4,2096.975337366217,20.0,21.0,16,14,False,True,1.0
003201673717864202280_0171883906.dem,P00688,Team 2,de_dust2,09/28/2017 8:44:22 PM,30.0,5,1.3043478260869565,0.4,91.03333333333333,0.1,1.6,2429.108910891089,30.0,23.0,14,16,False,True,0.0
003201766426880770095_1255641334.dem,P08157,Team 2,de_cache,09/28/2017 8:44:21 PM,27.0,5,0.5,0.25,52.666666666666664,0.0,0.25925925925925924,1554.7482014388488,12.0,24.0,11,16,False,True,0.0
003201766426880770095_1255641334.dem,P07891,Team 1,de_cache,09/28/2017 8:44:21 PM,26.0,5,1.2142857142857142,0.47058823529411764,72.8076923076923,0.07692307692307693,1.0384615384615385,1919.5035460992908,17.0,14.0,16,11,False,True,1.0
003201766426880770095_1255641334.dem,P04871,Team 1,de_cache,09/28/2017 8:44:21 PM,27.0,5,0.875,0.42857142857142855,56.55555555555556,0.037037037037037035,1.5555555555555556,1718.75,14.0,16.0,16,11,False,True,1.0
003201766426880770095_1255641334.dem,P09005,Team 1,de_cache,09/28/2017 8:44:21 PM,27.0,5,3.857142857142857,0.9259259259259259,188.1851851851852,0.3333333333333333,0.4074074074074074,2497.795709506003,54.0,14.0,16,11,False,True,1.0
003201766426880770095_1255641334.dem,P03757,Team 2,de_cache,09/28/2017 8:44:21 PM,27.0,5,0.6,0.4666666666666667,72.70370370370371,0.07407407407407407,0.4074074074074074,2320.0205338809037,15.0,25.0,11,16,False,True,0.0
003201766426880770095_1255641334.dem,P02087,Team 1,de_cache,09/28/2017 8:44:21 PM,27.0,5,1.0,0.29411764705882354,72.4074074074074,0.18518518518518517,0.4074074074074074,2082.543906333156,17.0,17.0,16,11,False,True,1.0
003201766426880770095_1255641334.dem,P03817,Team 1,de_cache,09/28/2017 8:44:21 PM,27.0,5,0.625,0.5,55.18518518518518,0.07407407407407407,2.6296296296296298,1810.2146558105107,10.0,16.0,16,11,False,True,1.0
003201766426880770095_1255641334.dem,P05636,Team 2,de_cache,09/28/2017 8:44:21 PM,27.0,5,0.20833333333333334,0.2,31.444444444444443,0.037037037037037035,0.48148148148148145,1959.367088607595,5.0,24.0,11,16,False,True,0.0
003201766426880770095_1255641334.dem,P01589,Team 2,de_cache,09/28/2017 8:44:21 PM,27.0,5,0.6666666666666666,0.21428571428571427,60.333333333333336,0.037037037037037035,1.1851851851851851,2001.0344827586207,14.0,21.0,11,16,False,True,0.0
003201766426880770095_1255641334.dem,P07897,Team 2,de_cache,09/28/2017 8:44:21 PM,27.0,5,1.5555555555555556,0.4642857142857143,89.74074074074075,0.14814814814814814,0.4444444444444444,3007.0986380520017,28.0,18.0,11,16,False,True,0.0
003201817199836659927_0341783733.dem,P03136,Team 1,de_inferno,09/28/2017 8:44:21 PM,20.0,5,1.1428571428571428,0.25,92.2,0.1,0.4,1991.5401301518439,16.0,14.0,16,4,False,True,1.0
